solver_item_id,solver_pair_id,solver_source,solver_difficulty_centered,solver_difficulty_centered_laplace_se,solver_gold_letter,solver_scores,solver_prompt,judge_difficulty_centered,judge_difficulty_centered_laplace_se,judge_scores
5145,b1614f17-39fb-564a-84c7-bcd7a2054dc8,mmlu-pro-other,7.152286529541016,1.8952713012695312,A,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 1.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}","Which of these statements best describes the HM approach to sectoral security analysis?
(A) HM rejects the assertion by Buzan et al. that there are distinct and separate sectors of security, instead adopting a holistic view of security within which national and transnational class is an important factor.
(B) HM rejects Buzan et al.'s theory of sectoral security analysis, on the grounds that securitization is a product of a state-centric approach.
(C) HM maintains that the sectoral approach to security analysis is too state-centric and argues for a more people-focused approach.
(D) HM supports the sectoral approach to security analysis, but believes that it should be expanded to include non-state actors as well.
(E) HM favours the sectoral approach to security analysis, in particular prioritising the state as a referent object and drawing much of its theoretical foundations from the realist principles that underpin the sectoral approach.
(F) HM agrees with the idea that security can be viewed using a sectoral framework, and recognises the depth of analysis that is enabled by such an approach.
(G) HM accepts the sectoral approach in principle, but argues that it must be reinterpreted in the context of a globalized world.
(H) HM uses the sectoral approach as a starting point, but modifies it to include a wider range of security issues, such as environmental and economic security.
(I) HM agrees with Buzan et al.'s theory of sectoral security analysis, but argues that it needs to be more inclusive of transnational and non-state actors.
If you cannot determine the correct multiple-choice answer, take your best guess. Once you have your answer, please duplicate that letter five times in a single string. For example, if the answer is K, then write KKKKK.
Let's think step by step.",-0.4522050619125366,1.8617149026950295,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.5, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.5, 'qwen_qwen3_5_0_8b': 0.5, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.5, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.5}"
5056,6ed13f8d-9733-5839-a628-22c6ec6c9f27,mmlu-pro-history,6.457253932952881,8.6156587600708,A,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}","This question refers to the following information.
""When the Portuguese go from Macao in China to Japan, they carry much white silk, gold, musk, and porcelain: and they bring from Japan nothing but silver. They have a great carrack which goes there every year and she brings from there every year about six hundred coins: and all this silver of Japan, and two hundred thousand coins more in silver which they bring yearly out of India, they employ to their great advantage in China: and they bring from there gold, musk, silk, copper, porcelains, and many other things very costly and gilded.
When the Portuguese come to Canton in China to traffic, they must remain there but certain days: and when they come in at the gate of the city, they must enter their names in a book, and when they go out at night they must put out their names. They may not lie in the town all night, but must lie in their boats outside of the town. And, their time expired, if any man remains there, he is imprisoned.""
Ralph Fitch, an account of his travels to the Far East, 1599 C.E.
Which of the following developments from the period 1750–1900 C.E. most directly undid the trade patterns mentioned in the first paragraph?
(A) The discovery of certain goods that the Chinese were interested in purchasing from European merchants
(B) Enlightenment revolutions in Europe and the Americas
(C) The Industrial Revolution
(D) The colonization of Africa
If you cannot determine the correct multiple-choice answer, take your best guess. Once you have your answer, please duplicate that letter five times in a single string. For example, if the answer is K, then write KKKKK.
Let's think step by step.",-0.35549378395080566,1.1407729693482511,"{'claude_haiku_4_5_20251001': 0.5, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.5, 'mistralai_ministral_3_3b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.5, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.5, 'qwen_qwen3_5_4b': 0.5, 'qwen_qwen3_5_9b': 0.5}"
12212,c7bb7c2b-6fb2-5254-a773-9046ca946006,mmlu-pro-engineering,6.3890557289123535,1.3936896324157715,J,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': None, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}","A 125/250-volt three-wire system has a load on the positive side of 500 amp, on the negative side of 450 amp, the neutral current therefore being 50 amp. If each machine of the balancer set has an efficiency of 86 percent, calculate the current for each of these machines and for the main generator.
(A) I_g= 25 amp, I_m= 30 amp, I of main generator = 490 amp
(B) I_g= 15 amp, I_m= 20 amp, I of main generator = 465 amp
(C) I_g= 24 amp, I_m= 31 amp, I of main generator = 481 amp
(D) I_g= 20 amp, I_m= 25 amp, I of main generator = 480 amp
(E) I_g= 18 amp, I_m= 32 amp, I of main generator = 468 amp
(F) I_g= 19.5 amp, I_m= 30.5 amp, I of main generator = 469.5 amp
(G) I_g= 22.5 amp, I_m= 27.5 amp, I of main generator = 475 amp
(H) I_g= 23 amp, I_m= 26 amp, I of main generator = 476 amp
(I) I_g= 17 amp, I_m= 33 amp, I of main generator = 467 amp
(J) I_g= 21.26 amp, I_m= 28.74 amp, I of main generator = 478.74 amp
If you cannot determine the correct multiple-choice answer, take your best guess. Once you have your answer, please duplicate that letter five times in a single string. For example, if the answer is K, then write KKKKK.
Let's think step by step.",-1.0497012734413147,2.716618265892793,"{'claude_haiku_4_5_20251001': 0.5, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.5, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.5, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.5, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.5}"
8312,405f3561-1bb7-56f5-88a2-c28cec94c5d4,mmlu-pro-math,6.208113670349121,6.7778096199035645,B,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': None, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': None, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': None, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}","Let X_2,X_3,... be independent random variables such that $P(X_n=n)=P(X_n=-n)=1/(2n\log (n)), P(X_n=0)=1-1/(n*\log(n))$. Does $n^{-1}\sum_{i=2}^n X_i$ converges in probability? Does $n^{-1}\sum_{i=2}^n X_i$ converges in almost surely? Return the answers of the two questions as a list.
(A) [0.5, 0]
(B) [1, 0]
(C) [0, 0.5]
(D) [0.5, 1]
(E) [1, -1]
(F) [0, 1]
(G) [0.5, 0.5]
(H) [1, 1]
(I) [1, 0.5]
(J) [0, 0]
If you cannot determine the correct multiple-choice answer, take your best guess. Once you have your answer, please duplicate that letter five times in a single string. For example, if the answer is K, then write KKKKK.
Let's think step by step.",1.4396014511585236,0.5917814708107889,"{'claude_haiku_4_5_20251001': 0.5, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.5, 'qwen_qwen3_5_27b': 0.5, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.5, 'qwen_qwen3_5_9b': 1.0}"
7584,766bdf22-3677-53bf-9c46-4fb984430682,mmlu-pro-economics,6.072629451751709,4.346683979034424,J,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': None, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}","Which of the following estimation techniques are available for the estimation of over-identified systems of simultaneous equations?

i) OLS

ii) ILS

iii) 2SLS

iv) IV
(A) (iii) only
(B) (i), (iii) and (iv) only
(C) (ii), (iii), and (iv) only
(D) (i), (ii) and (iii) only
(E) (i) and (iii) only
(F) (ii) and (iv) only
(G) (i) and (ii) only
(H) (i), (ii), (iii) and (iv)
(I) (i), (ii) and (iv) only
(J) (iii) and (iv) only
If you cannot determine the correct multiple-choice answer, take your best guess. Once you have your answer, please duplicate that letter five times in a single string. For example, if the answer is K, then write KKKKK.
Let's think step by step.",-0.9654685258865356,0.9530578441801001,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.5, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.5, 'qwen_qwen3_5_27b': 0.5, 'qwen_qwen3_5_2b': 0.5, 'qwen_qwen3_5_4b': 0.5, 'qwen_qwen3_5_9b': 0.0}"
9158,e3de7dfc-4b9e-5476-b7af-92d7d00bf2d3,mmlu-pro-physics,5.7739129066467285,7.233677864074707,E,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}","Find the value of (I / I_0) for the first diagonal maximum of the Fraunhoferdiffraction pattern of a circular aperture.
(A) 0.145
(B) 0.215
(C) 0.155
(D) 0.125
(E) 0.175
(F) 0.165
(G) 0.185
(H) 0.235
(I) 0.205
(J) 0.195
If you cannot determine the correct multiple-choice answer, take your best guess. Once you have your answer, please duplicate that letter five times in a single string. For example, if the answer is K, then write KKKKK.
Let's think step by step.",-3.5185654163360596,5.40263691076788,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 1.0, 'qwen_qwen3_5_27b': 0.5, 'qwen_qwen3_5_2b': 0.5, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.5}"
6728,0a347026-2ec5-5879-9635-e6fc818d021b,mmlu-pro-health,5.773183345794678,4.8553056716918945,D,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}","Which of the following is true in a sensory assessment of the arm?
(A) It is acceptable to test pain with a venepuncture needle
(B) Impulses for pain travel principally up the anterior columns
(C) It is acceptable to test pain with a surgical scalpel
(D) Proprioception is appreciated via the same tracts as light touch
(E) The assessment should begin with the patient's dominant arm
(F) Impulses for pain travel principally up the dorsal columns
(G) Vibration sense is appreciated via the same tracts as light touch
(H) It is best to test vibration sense with a 256 Hz tuning fork
(I) It is best to test vibration sense with a 128 Hz tuning fork
(J) Proprioception and pain travel up the same tracts
If you cannot determine the correct multiple-choice answer, take your best guess. Once you have your answer, please duplicate that letter five times in a single string. For example, if the answer is K, then write KKKKK.
Let's think step by step.",4.213905990123749,2.293291332948175,"{'claude_haiku_4_5_20251001': 0.5, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.5, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.5, 'qwen_qwen3_5_0_8b': 0.5, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.5, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.5}"
2256,cc8d0d03-7d7e-5728-8bd6-fa03589c976d,mmlu-pro-psychology,5.351744651794434,3.9619979858398438,J,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}","What is criterion related validity?
(A) Criterion-related validity evaluates the test’s ability to predict future or past performance.
(B) Criterion-related validity is the testing of an individual's knowledge
(C) Criterion-related validity measures the extent to which test scores are unaffected by external factors.
(D) Criterion-related validity measures the test's consistency
(E) Criterion-related validity assesses the degree to which a test captures a comprehensive range of abilities within a domain.
(F) Criterion-related validity is the extent to which a test measures a theoretical construct or trait.
(G) Criterion-related validity refers to the bias in a test's results
(H) Criterion-related validity is the degree to which a test aligns with another widely accepted standard test.
(I) Criterion-related validity is concerned with the extent to which a test correlates with a concurrent benchmark.
(J) Criterion-related validity refers to the effectiveness of a test in predicting an individual's behavior in specified situations.
If you cannot determine the correct multiple-choice answer, take your best guess. Once you have your answer, please duplicate that letter five times in a single string. For example, if the answer is K, then write KKKKK.
Let's think step by step.",-1.727591373026371,1.109665714821311,"{'claude_haiku_4_5_20251001': 0.5, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.5, 'qwen_qwen3_5_0_8b': 0.5, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.5, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
1330,50e6565c-07f5-57d6-80d8-028498a1251b,mmlu-pro-law,5.273778438568115,5.818595886230469,H,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': None}","A debtor owed a creditor $12,000 under a promissory note. Under the applicable statute of limitations, a suit to collect on the promissory note had to have been filed by September 30 of last year. On June 1 of this year, the creditor received a letter from the debtor stating, ""I shall pay you $5,000 on July 1 in full satisfaction of what I owe you. "" However, the debtor failed to make the payment on July 1. If, on August 1, the creditor brings suit against the debtor and the debtor asserts the statute of limitations as an affirmative defense and refuses to pay the creditor anything, which of the following accurately states the creditor's legal rights against the debtor?
(A) On July 1, not June 1, the creditor will be entitled to a judgment against the debtor for$12,000.
(B) On June 1, the creditor became entitled to a judgment against the debtor for $12,000.
(C) The creditor is entitled to a judgment against the debtor for $5,000, regardless of the date.
(D) On August 1, the creditor became entitled to a judgment against the debtor for $12,000.
(E) The creditor is entitled to a judgment against the debtor for $7,000, the remaining amount after the promised $5,000 payment.
(F) On July 1, the creditor became entitled to a judgment against the debtor for the full $12,000, due to the debtor's failure to pay.
(G) The creditor is not entitled to anything, due to the statute of limitations expiring.
(H) On July 1, not June 1, the creditor became entitled to a judgment against the debtor for $5,000 only.
(I) The creditor is not entitled to anything, on either June 1 or on July 1.
If you cannot determine the correct multiple-choice answer, take your best guess. Once you have your answer, please duplicate that letter five times in a single string. For example, if the answer is K, then write KKKKK.
Let's think step by step.",-2.710275650024414,1.772365941919479,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 1.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.5, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.5}"
7568,a5c0fd0a-7440-5461-9a32-c6c5ff574ae0,mmlu-pro-economics,5.174225330352783,2.308973550796509,D,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.0}","A production possibility frontier will be a straight line when
(A) efficiency is achieved
(B) there is no opportunity cost
(C) utility is maximized
(D) resources are not specialized
(E) there is economic growth
(F) the goods on the axes are complements in consumption
(G) the law of diminishing returns is not in effect
(H) there is perfect competition in the market
(I) all resources are equally productive
(J) the goods on the axes are perfect substitutes in consumption
If you cannot determine the correct multiple-choice answer, take your best guess. Once you have your answer, please duplicate that letter five times in a single string. For example, if the answer is K, then write KKKKK.
Let's think step by step.",4.520340800285339,1.8328292190906468,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.5, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.5, 'qwen_qwen3_5_0_8b': 0.5, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.5, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.5}"
